id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop;ano
179788;21/12/2018;sexta-feira;16:20:00;DF;70;13;BRASILIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;3;0;1;0;1;1;1;3;-15,794558;-48,166584;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
179902;21/12/2018;sexta-feira;23:10:00;DF;40;3,9;BRASILIA;Ingestão de Álcool;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;7;0;2;2;3;0;4;3;-16,01406991;-47,9820011;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2018
179929;22/12/2018;sábado;03:00:00;DF;20;24,4;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;2;0;1;0;1;0;1;2;-15,594831;-47,658615;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
179950;11/10/2018;quinta-feira;06:40:00;DF;40;2;BRASILIA;Desobediência às normas de trânsito pelo condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;0;1;0;0;1;1;-15,988334;-47,98697;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2018
180012;22/12/2018;sábado;09:35:00;DF;20;21;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,603384;-47,684692;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
180223;22/12/2018;sábado;21:15:00;DF;60;2,4;BRASILIA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Retorno Regulamentado;Sim;1;0;1;0;0;0;1;1;-15,887383;-48,077988;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2018
180401;23/12/2018;domingo;11:30:00;DF;60;2,6;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,887383;-48,077988;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2018
180423;09/11/2018;sexta-feira;09:30:00;DF;70;3,6;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,80176164;-48,08466727;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
180567;24/12/2018;segunda-feira;01:40:00;DF;70;5,4;BRASILIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;2;1;0;0;3;1;-15,79275944;-48,10104132;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
181007;26/12/2018;quarta-feira;08:40:00;DF;70;5,6;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,79255296;-48,10242534;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
181020;26/12/2018;quarta-feira;09:00:00;DF;80;13;BRASILIA;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;1;0;0;1;0;0;2;-15,728034;-48,193768;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
181113;26/12/2018;quarta-feira;17:00:00;DF;20;10;BRASILIA;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-15,650243;-47,773872;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
181269;27/12/2018;quinta-feira;12:10:00;DF;40;0,3;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,976897;-47,990129;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2018
181350;27/12/2018;quinta-feira;19:00:00;DF;70;10;BRASILIA;Ingestão de Álcool;Colisão lateral;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-15,787066;-48,140709;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
181466;28/12/2018;sexta-feira;07:20:00;DF;20;9;BRASILIA;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;4;0;1;0;3;0;1;2;-15,654671;-47,782917;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
181850;29/12/2018;sábado;23:20:00;DF;20;21,3;BRASILIA;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,603384;-47,684692;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
181857;30/12/2018;domingo;00:50:00;DF;20;21,8;BRASILIA;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,603384;-47,684692;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
181879;09/12/2018;domingo;11:20:00;DF;60;22,7;BRASILIA;Defeito Mecânico no Veículo;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;5;0;3;0;2;0;3;1;-15,984106;-48,215378;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2018
181895;30/12/2018;domingo;07:05:00;DF;40;0,8;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;2;-15,976897;-47,990129;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2018
182018;30/12/2018;domingo;20:40:00;DF;80;16,6;BRASILIA;Ultrapassagem Indevida;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Declive;Não;2;1;0;0;0;1;0;2;-15,701065;-48,202263;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
182079;31/12/2018;segunda-feira;06:30:00;DF;70;17;BRASILIA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Garoa/Chuvisco;Dupla;Declive;Sim;1;0;1;0;0;0;1;1;-15,794133;-48,202095;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
182152;31/12/2018;segunda-feira;18:00:00;DF;20;16;BRASILIA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Sim;2;0;1;0;1;0;1;1;-15,625675;-47,725159;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
182205;31/12/2018;segunda-feira;23:50:00;DF;20;20;BRASILIA;Fenômenos da Natureza;Capotamento;Sem Vítimas;Plena Noite;Crescente;Chuva;Dupla;Aclive;Sim;1;0;0;0;1;0;0;1;-15,607905;-47,692791;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
183098;02/12/2018;domingo;21:30:00;DF;251;36;BRASILIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Declive;Sim;5;0;1;2;2;0;3;3;-15,9428;-47,77853;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2018
186408;16/10/2018;terça-feira;08:00:00;DF;40;3;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-16,00068806;-47,98444033;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2018
217435;24/11/2018;sábado;12:20:00;DF;70;8;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Retorno Regulamentado;Sim;2;0;1;0;1;0;1;2;-15,784966;-48,122108;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2018
232733;16/10/2018;terça-feira;06:29:00;DF;20;16;BRASILIA;Agressão Externa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Sim;3;0;1;0;1;1;1;3;-15,625675;-47,725159;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2018
371872;28/10/2018;domingo;00:30:00;DF;60;0,5;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-15,88304198;-48,06250334;SPRF-DF;DEL03-DF;UOP01-DEL03-DF;2018
183562;05/01/2019;sábado;11:30:00;DF;20;21;BRASILIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;"Reta;Aclive";Não;1;0;1;0;0;0;1;1;-15,603384;-47,684692;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
184104;08/01/2019;terça-feira;23:00:00;DF;20;33;BRASILIA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,587365;-47,577034;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
185533;16/01/2019;quarta-feira;10:30:00;DF;60;1,8;BRASILIA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;1;1;1;3;-15,885093;-48,068954;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2019
186044;18/01/2019;sexta-feira;22:15:00;DF;40;1,8;BRASILIA;Avarias e/ou desgaste excessivo no pneu;Danos eventuais;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;1;2;0;3;-15,985532;-47,987747;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
186329;20/01/2019;domingo;08:30:00;DF;40;2,7;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-15,99435;-47,985947;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
188417;31/01/2019;quinta-feira;06:50:00;DF;20;23;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Sim;2;0;1;0;1;0;1;2;-15,59493063;-47,66461372;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
188660;01/02/2019;sexta-feira;16:45:00;DF;70;13,7;BRASILIA;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Rotatória;Não;2;0;0;0;2;0;0;2;-15,794558;-48,166584;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
189674;06/02/2019;quarta-feira;14:30:00;DF;20;45,9;BRASILIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;"Reta;Declive";Não;2;0;0;1;0;1;1;2;-15,577153;-47,467113;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
189691;06/02/2019;quarta-feira;16:15:00;DF;20;19;BRASILIA;Pista Escorregadia;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-15,612175;-47,700928;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
190311;09/02/2019;sábado;17:00:00;DF;20;9;BRASILIA;Pista Escorregadia;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-15,654671;-47,782917;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
190669;11/02/2019;segunda-feira;08:56:00;DF;20;18,5;BRASILIA;Restrição de Visibilidade;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-15,61664094;-47,70906329;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
191229;14/02/2019;quinta-feira;11:40:00;DF;20;11,6;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,64654;-47,766422;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
191340;15/02/2019;sexta-feira;04:00:00;DF;20;7;BRASILIA;Condutor Dormindo;Colisão traseira;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;4;1;1;0;1;2;1;4;-15,662208;-47,799866;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
191385;15/02/2019;sexta-feira;09:00:00;DF;70;9;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;0;0;3;0;0;3;-15,784615;-48,132023;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
191689;16/02/2019;sábado;13:20:00;DF;40;0;BRASILIA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Não;2;0;1;0;0;1;1;2;-15,97740518;-47,99029291;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
192153;18/02/2019;segunda-feira;12:15:00;DF;20;17,5;BRASILIA;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;"Reta;Declive";Sim;1;0;1;0;0;0;1;1;-15,61970459;-47,71396101;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
192189;18/02/2019;segunda-feira;17:25:00;DF;70;3,9;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;2;0;1;0;1;0;1;2;-15,802453;-48,080387;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
192259;19/02/2019;terça-feira;02:00:00;DF;60;8,2;BRASILIA;Condutor Dormindo;Colisão traseira;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;3;1;0;0;1;2;0;4;-15,90324;-48,130695;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2019
192271;19/02/2019;terça-feira;06:20:00;DF;70;6,5;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;2;-15,791242;-48,105759;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
192402;19/02/2019;terça-feira;20:30:00;DF;70;18,6;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-15,791093;-48,21096;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
194649;02/03/2019;sábado;16:00:00;DF;20;18;BRASILIA;Pista Escorregadia;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Não;2;0;0;0;1;1;0;2;-15,616901;-47,708927;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
196154;10/03/2019;domingo;14:00:00;DF;80;29,4;BRASILIA;Velocidade Incompatível;Colisão lateral;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Curva;Não;14;1;6;3;4;0;9;4;-15,5885132;-48,19284797;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
196939;14/03/2019;quinta-feira;16:00:00;DF;20;20;BRASILIA;Defeito Mecânico no Veículo;Derramamento de carga;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Declive;Sim;2;0;0;0;1;1;0;2;-15,607905;-47,692791;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
197188;04/03/2019;segunda-feira;00:40:00;DF;80;26;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;"Declive;Reta";Sim;4;0;1;0;2;3;1;5;-15,612259;-48,198044;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
198146;20/03/2019;quarta-feira;11:20:00;DF;60;2,6;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-15,887383;-48,077988;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2019
198237;20/03/2019;quarta-feira;22:50:00;DF;40;2;BRASILIA;Restrição de Visibilidade;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;3;0;1;0;1;2;1;4;-15,99435;-47,985947;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
199624;27/03/2019;quarta-feira;22:15:00;DF;80;23;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;5;0;3;0;2;0;3;3;-15,638944;-48,20079;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
200773;02/04/2019;terça-feira;18:00:00;DF;60;0,9;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;1;0;0;2;-15,882499;-48,060212;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2019
200909;03/04/2019;quarta-feira;12:20:00;DF;70;5,5;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;2;0;2;0;2;2;-15,794656;-48,096779;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
201024;04/04/2019;quinta-feira;06:05:00;DF;20;19;BRASILIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-15,61291078;-47,70241141;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
201030;04/04/2019;quinta-feira;06:25:00;DF;40;5,7;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;0;0;2;2;0;4;-16,020903;-47,980541;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
202403;10/04/2019;quarta-feira;11:45:00;DF;80;22,4;BRASILIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;1;2;-15,647892;-48,201756;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
202951;13/04/2019;sábado;06:15:00;DF;80;24,8;BRASILIA;Ingestão de Álcool;Colisão lateral;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Simples;Ponte;Sim;3;0;0;0;1;2;0;3;-15,62309883;-48,19919944;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
205477;25/04/2019;quinta-feira;11:50:00;DF;20;46,7;BRASILIA;Mal Súbito;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Não;2;0;1;0;1;0;1;2;-15,580584;-47,458492;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
206207;28/04/2019;domingo;23:30:00;DF;20;17;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;3;0;1;0;3;2;-15,621374;-47,71698;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
206531;30/04/2019;terça-feira;20:10:00;DF;80;27,9;BRASILIA;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Declive;Curva";Não;5;0;1;0;3;2;1;4;-15,604162;-48,198906;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
206676;01/05/2019;quarta-feira;18:35:00;DF;20;5;BRASILIA;Não guardar distância de segurança;Colisão lateral;Com Vítimas Fatais;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Sim;5;1;0;1;1;2;1;4;-15,670546;-47,816044;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
207271;04/05/2019;sábado;16:26:00;DF;20;13,8;BRASILIA;Mal Súbito;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;7;0;3;2;2;0;5;4;-15,63791502;-47,74829865;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
208928;12/05/2019;domingo;12:50:00;DF;80;9,8;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Não;2;0;1;0;1;0;1;2;-15,73075913;-48,16788197;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
209700;15/05/2019;quarta-feira;15:55:00;DF;70;6,9;BRASILIA;Pista Escorregadia;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-15,791242;-48,105759;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
209830;16/05/2019;quinta-feira;11:40:00;DF;251;34;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;3;1;0;0;1;1;0;3;-15,938301;-47,759799;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
210054;17/05/2019;sexta-feira;13:15:00;DF;20;29,9;BRASILIA;Mal Súbito;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;0;1;1;2;-15,598102;-47,612637;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
210744;20/05/2019;segunda-feira;14:30:00;DF;80;17;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Dupla;Reta;Não;3;2;0;0;1;0;0;2;-15,692071;-48,205139;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
211266;23/05/2019;quinta-feira;15:50:00;DF;20;6;BRASILIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Retorno Regulamentado;Sim;3;0;1;1;0;1;2;2;-15,665888;-47,808308;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
211361;24/05/2019;sexta-feira;01:00:00;DF;20;55,7;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;3;0;0;0;1;5;0;6;-15,579966;-47,375816;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
212162;28/05/2019;terça-feira;07:10:00;DF;80;0,2;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Interseção de Vias;Reta";Não;2;0;1;1;0;0;2;2;-15,735591;-48,075591;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
213174;02/06/2019;domingo;14:30:00;DF;40;4,8;BRASILIA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;2;-16,012033;-47,982124;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;2019
213309;03/06/2019;segunda-feira;06:50:00;DF;70;5;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;5;0;0;0;5;0;0;5;-15,794656;-48,096779;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
213728;05/06/2019;quarta-feira;11:50:00;DF;70;0,7;BRASILIA;Velocidade Incompatível;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-15,792352;-48,054509;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
214207;07/06/2019;sexta-feira;19:05:00;DF;70;11;BRASILIA;Defeito na Via;Tombamento;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Retorno Regulamentado;Sim;3;0;0;0;2;2;0;3;-15,789762;-48,148727;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
215238;12/06/2019;quarta-feira;16:00:00;DF;70;13,8;BRASILIA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-15,794558;-48,166584;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
215326;13/06/2019;quinta-feira;01:20:00;DF;20;50;BRASILIA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;1;0;0;1;1;-15,581447;-47,421925;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
216220;17/06/2019;segunda-feira;03:00:00;DF;20;3,8;BRASILIA;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Aclive;Sim;2;0;0;0;2;0;0;2;-15,679851;-47,832211;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;2019
217158;21/06/2019;sexta-feira;18:40:00;DF;80;33,8;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;1;3;-15,56045161;-48,19564015;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
217710;24/06/2019;segunda-feira;11:20:00;DF;60;2;BRASILIA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-15,887383;-48,077988;SPRF-DF;DEL01-DF;UOP01-DEL03-DF;2019
217880;25/06/2019;terça-feira;07:50:00;DF;70;5,3;BRASILIA;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;4;0;2;0;2;0;2;3;-15,794656;-48,096779;SPRF-DF;DEL01-DF;UOP02-DEL03-DF;2019
